epoch,train_loss,valid_loss,has_train_loss_improved,has_valid_loss_improved,duration
0,1.00573,0.995231807232,1,1,10.5752389431
1,0.990943,0.979158818722,1,1,10.6972060204
2,0.972284,0.960206925869,1,1,10.5187368393
3,0.951937,0.94144910574,1,1,10.3609030247
4,0.9326,0.924809038639,1,1,10.2919230461
5,0.915867,0.911193966866,1,1,10.3648848534
6,0.901917,0.900268793106,1,1,10.4804489613
7,0.890225,0.89122903347,1,1,10.3668868542
8,0.880136,0.883510649204,1,1,10.363722086
9,0.871093,0.876752316952,1,1,10.5167531967
10,0.862857,0.870649933815,1,1,10.4547300339
11,0.855327,0.865162372589,1,1,10.4231190681
12,0.848389,0.860296726227,1,1,10.5968770981
13,0.841948,0.855928361416,1,1,10.4248070717
14,0.835999,0.851933598518,1,1,10.3588058949
15,0.8305,0.848370373249,1,1,10.5175850391
16,0.825294,0.845096409321,1,1,10.5036001205
17,0.820474,0.842109560966,1,1,10.4663932323
18,0.81592,0.839394927025,1,1,10.4818539619
19,0.811623,0.83686208725,1,1,10.410326004
20,0.80758,0.83462458849,1,1,10.5033180714
21,0.80371,0.832485079765,1,1,10.4181759357
22,0.800048,0.830586850643,1,1,10.3690960407
23,0.796582,0.828781485558,1,1,10.4204909801
24,0.793262,0.827045142651,1,1,10.4283850193
25,0.790062,0.825501799583,1,1,10.4958539009
26,0.787052,0.824086308479,1,1,10.4226779938
27,0.784138,0.822624862194,1,1,10.4003551006
28,0.781336,0.821389019489,1,1,10.4201438427
29,0.778632,0.82024371624,1,1,10.4140479565
30,0.776071,0.819113850594,1,1,10.3518180847
31,0.773587,0.818109035492,1,1,10.5271630287
32,0.771196,0.817046284676,1,1,10.543774128
33,0.768907,0.816182792187,1,1,10.4794819355
34,0.766654,0.815320611,1,1,10.4400520325
35,0.76453,0.81454795599,1,1,10.5045258999
36,0.76244,0.813808441162,1,1,10.5072541237
37,0.760456,0.813090503216,1,1,10.4958190918
38,0.758545,0.812531590462,1,1,10.5066990852
39,0.756625,0.811903595924,1,1,10.4762120247
40,0.754827,0.811243891716,1,1,10.5028588772
41,0.753053,0.810741007328,1,1,10.5061180592
42,0.751331,0.810112178326,1,1,10.5016789436
43,0.749694,0.809729933739,1,1,10.5075631142
44,0.748094,0.809345841408,1,1,10.4866440296
