epoch,train_loss,valid_loss,has_train_loss_improved,has_valid_loss_improved,duration
0,1.00252,0.965832471848,1,1,13.0700340271
1,0.935589,0.90350908041,1,1,12.9086990356
2,0.877214,0.851764380932,1,1,13.1150870323
3,0.829885,0.810688793659,1,1,13.2457900047
4,0.793568,0.779968202114,1,1,13.3287000656
5,0.766404,0.756701231003,1,1,13.6162488461
6,0.745239,0.7379296422,1,1,13.6363148689
7,0.727716,0.722066342831,1,1,13.5122189522
8,0.712703,0.708339691162,1,1,13.6086740494
9,0.699662,0.696414351463,1,1,13.4040141106
10,0.688233,0.685882627964,1,1,13.3815948963
11,0.678072,0.676542401314,1,1,13.4096169472
12,0.668934,0.668097257614,1,1,13.4045419693
13,0.660621,0.660398900509,1,1,13.4513170719
14,0.652978,0.653347373009,1,1,13.4698400497
15,0.645909,0.646826267242,1,1,13.4707739353
16,0.639339,0.640752255917,1,1,13.4189121723
17,0.633213,0.635112524033,1,1,13.4434370995
18,0.627461,0.629852592945,1,1,13.2260198593
19,0.622084,0.624859333038,1,1,13.3166620731
20,0.616993,0.62018173933,1,1,13.4221599102
21,0.612163,0.615679860115,1,1,13.4524650574
22,0.607553,0.611458063126,1,1,13.4691300392
23,0.603175,0.607469975948,1,1,13.4502718449
24,0.599002,0.603600621223,1,1,13.359826088
25,0.594999,0.600031673908,1,1,13.3798761368
26,0.591171,0.596494555473,1,1,13.4781000614
27,0.587537,0.593242108822,1,1,13.4504599571
28,0.58404,0.590156316757,1,1,13.4356911182
29,0.580822,0.587128460407,1,1,13.4533669949
30,0.577696,0.585207462311,1,1,13.4570770264
31,0.574925,0.581882953644,1,1,13.4091570377
32,0.572088,0.578305959702,1,1,13.3235139847
33,0.568998,0.577263355255,1,1,13.3651959896
34,0.566681,0.573512196541,1,1,13.4134449959
35,0.563832,0.572198390961,1,1,13.4207410812
36,0.561253,0.569036364555,1,1,13.380614996
37,0.558707,0.56628203392,1,1,13.4619560242
38,0.556747,0.565232217312,1,1,13.3692951202
39,0.554187,0.562284827232,1,1,13.4377939701
40,0.551751,0.562149107456,1,1,13.3498880863
41,0.550078,0.558526337147,1,1,13.4506371021
42,0.547375,0.555758595467,1,1,13.4432239532
43,0.545837,0.556039512157,1,0,13.4240448475
44,0.543613,0.552335560322,1,1,13.305325985
45,0.541608,0.554594755173,1,0,13.4349758625
46,0.539774,0.550199091434,1,1,13.3273448944
47,0.537625,0.54876190424,1,1,13.4231030941
48,0.536409,0.54671639204,1,1,13.3893449306
49,0.534178,0.543687403202,1,1,13.4660778046
50,0.532055,0.542078197002,1,1,13.3368430138
51,0.530933,0.544181525707,1,0,13.4320070744
52,0.529312,0.540153443813,1,1,13.4649319649
53,0.527603,0.540007352829,1,1,13.4695248604
54,0.526136,0.537509739399,1,1,13.4652450085
55,0.524705,0.538296222687,1,0,13.4251511097
56,0.523471,0.534764349461,1,1,13.4644339085
57,0.521763,0.533085167408,1,1,13.4236090183
58,0.520207,0.531082332134,1,1,13.3877518177
59,0.51903,0.531858563423,1,0,13.301651001
60,0.517419,0.531872153282,1,0,13.2862401009
61,0.51632,0.530200779438,1,1,13.4032380581
62,0.515084,0.525493621826,1,1,13.3603389263
63,0.513763,0.525914549828,1,0,13.3612890244
64,0.512434,0.526171565056,1,0,13.3885569572
65,0.511777,0.526976644993,1,0,13.1967391968
66,0.510057,0.520690858364,1,1,13.3315958977
67,0.509251,0.522052049637,1,0,13.3224999905
68,0.508006,0.523003280163,1,0,13.1852769852
69,0.506745,0.522652864456,1,0,13.205821991
70,0.505671,0.519103825092,1,1,13.3516390324
71,0.504493,0.517140030861,1,1,13.3863129616
72,0.503991,0.518109798431,1,0,13.3924839497
73,0.502378,0.517627239227,1,0,13.3278019428
74,0.501757,0.515952408314,1,1,13.4481430054
75,0.50097,0.51515352726,1,1,13.3669018745
76,0.49945,0.513388574123,1,1,13.490404129
77,0.498734,0.512828886509,1,1,13.5838849545
78,0.49759,0.512029409409,1,1,13.3917779922
79,0.497054,0.512662708759,1,0,13.4094040394
80,0.495803,0.507657110691,1,1,13.311524868
81,0.495076,0.509118139744,1,0,13.3790431023
82,0.494566,0.50728982687,1,1,13.4499731064
83,0.493263,0.511571764946,1,0,13.4040491581
84,0.492915,0.503923118114,1,1,13.2901990414
85,0.491767,0.505124986172,1,0,13.4304778576
86,0.490269,0.504618644714,1,0,13.4020209312
87,0.489755,0.505134880543,1,0,13.3798670769
88,0.489424,0.502666532993,1,1,13.2874209881
