epoch,train_loss,valid_loss,has_train_loss_improved,has_valid_loss_improved,duration
0,0.0384629,0.0130572812632,1,1,10.2016329765
1,0.0149192,0.0128816701472,1,1,10.1673591137
2,0.0147461,0.0127461478114,1,1,10.1715090275
3,0.0145803,0.0126080429181,1,1,10.2454190254
4,0.0144023,0.0124575709924,1,1,10.2342600822
5,0.0142034,0.0122876828536,1,1,10.2346889973
6,0.0139748,0.0120908692479,1,1,10.2149128914
7,0.0137061,0.0118584306911,1,1,10.2029559612
8,0.0133853,0.0115803843364,1,1,10.2069399357
9,0.0129987,0.0112460888922,1,1,10.2328891754
10,0.0125325,0.0108462739736,1,1,10.2370679379
11,0.0119766,0.0103773921728,1,1,10.2393670082
12,0.0113322,0.00984820723534,1,1,10.2766759396
13,0.01062,0.00928401201963,1,1,10.327023983
14,0.00988155,0.00871776044369,1,1,10.2821800709
15,0.00916091,0.00816667173058,1,1,10.2148599625
16,0.00847828,0.00762327387929,1,1,10.2888560295
17,0.00783025,0.00707782618701,1,1,10.2708170414
18,0.0072123,0.00653606187552,1,1,10.3122031689
19,0.0066304,0.00601561041549,1,1,10.2282631397
20,0.00610058,0.00554067641497,1,1,10.2917668819
21,0.00564573,0.0051383334212,1,1,10.3140640259
22,0.00528492,0.00482619041577,1,1,10.2783761024
23,0.00501683,0.00459736958146,1,1,10.2156021595
24,0.00481657,0.00442505627871,1,1,10.2772948742
25,0.00465417,0.00428276276216,1,1,10.2790079117
26,0.00451047,0.00415492523462,1,1,10.2810778618
27,0.00437691,0.00403469894081,1,1,10.2676692009
28,0.00425011,0.00391943426803,1,1,10.305631876
29,0.00412864,0.00380812771618,1,1,10.2019138336
30,0.00401184,0.00370038370602,1,1,10.2465138435
31,0.00389934,0.00359602714889,1,1,10.1611540318
32,0.00379089,0.00349495001137,1,1,10.1821081638
33,0.0036863,0.00339706637897,1,1,10.1764659882
34,0.00358541,0.00330229639076,1,1,10.159427166
35,0.00348805,0.00321056181565,1,1,10.1633601189
36,0.00339409,0.00312178512104,1,1,10.1942589283
37,0.0033034,0.00303588923998,1,1,10.2329061031
38,0.00321586,0.00295279687271,1,1,10.3045401573
39,0.00313134,0.00287243211642,1,1,10.1917688847
40,0.00304974,0.00279471860267,1,1,10.2637729645
41,0.00297096,0.00271958042867,1,1,10.2003240585
42,0.00289488,0.00264694285579,1,1,10.1591410637
43,0.00282141,0.00257673114538,1,1,10.2056210041
44,0.00275046,0.00250887102447,1,1,10.1954300404
45,0.00268193,0.0024432905484,1,1,10.2629070282
46,0.00261574,0.00237991753966,1,1,10.3277659416
47,0.00255181,0.00231868191622,1,1,10.2837121487
48,0.00249005,0.00225951476023,1,1,10.1994130611
49,0.00243038,0.00220234808512,1,1,10.2505280972
50,0.00237273,0.00214711483568,1,1,10.274091959
51,0.00231703,0.00209375098348,1,1,10.2836110592
52,0.0022632,0.00204219250008,1,1,10.1620419025
53,0.00221118,0.00199237838387,1,1,10.1920619011
54,0.00216091,0.00194424763322,1,1,10.2723999023
55,0.00211231,0.0018977423897,1,1,10.2152280807
56,0.00206533,0.00185280560981,1,1,10.1621079445
57,0.00201991,0.00180938222911,1,1,10.2327461243
58,0.00197599,0.00176741892938,1,1,10.1634700298
59,0.00193353,0.00172686413862,1,1,10.1930060387
60,0.00189245,0.00168766791467,1,1,10.2054929733
61,0.00185272,0.00164978217799,1,1,10.2011809349
62,0.00181429,0.00161316082813,1,1,10.2653610706
63,0.00177711,0.00157775962725,1,1,10.195291996
64,0.00174113,0.00154353561811,1,1,10.1948778629
65,0.00170631,0.00151044758968,1,1,10.2471721172
66,0.00167262,0.00147845677566,1,1,10.2621099949
67,0.00164001,0.00144752569031,1,1,10.3100950718
68,0.00160844,0.00141761824489,1,1,10.1740369797
69,0.00157788,0.00138870021328,1,1,10.1948668957
70,0.0015483,0.0013607381843,1,1,10.2501318455
71,0.00151965,0.00133370154072,1,1,10.247699976
72,0.00149192,0.00130755931605,1,1,10.2677180767
73,0.00146507,0.00128228298854,1,1,10.2394461632
74,0.00143907,0.00125784438569,1,1,10.2431249619
75,0.0014139,0.00123421649914,1,1,10.2683060169
76,0.00138952,0.00121137360111,1,1,10.1619279385
77,0.00136591,0.00118929019663,1,1,10.2589819431
78,0.00134305,0.00116794172209,1,1,10.2080209255
79,0.00132091,0.0011473040795,1,1,10.1581919193
80,0.00129947,0.00112735410221,1,1,10.1661498547
81,0.0012787,0.00110806897283,1,1,10.1610450745
82,0.00125859,0.00108942610677,1,1,10.1614880562
83,0.00123911,0.00107140338514,1,1,10.1603422165
84,0.00122024,0.00105397938751,1,1,10.1657121181
85,0.00120195,0.00103713292629,1,1,10.1919820309
86,0.00118423,0.00102084327955,1,1,10.1952600479
87,0.00116706,0.00100509007461,1,1,10.1592829227
88,0.00115041,0.000989853288047,1,1,10.161730051
89,0.00113427,0.000975113653112,1,1,10.158741951
90,0.00111862,0.000960851844866,1,1,10.1618468761
91,0.00110344,0.000947049818933,1,1,10.1609549522
92,0.00108872,0.000933689647354,1,1,10.1608140469
93,0.00107442,0.000920753809623,1,1,10.1585350037
94,0.00106055,0.000908225541934,1,1,10.1568632126
95,0.00104708,0.000896088778973,1,1,10.1655020714
96,0.001034,0.000884327921085,1,1,10.1585087776
97,0.00102129,0.00087292783428,1,1,10.1608350277
98,0.00100894,0.000861874432303,1,1,10.1636748314
99,0.000996936,0.000851153978147,1,1,10.1583120823
100,0.000985262,0.000840753258672,1,1,10.2200829983
101,0.000973908,0.000830659642816,1,1,10.2688961029
102,0.000962863,0.000820861721877,1,1,10.2462260723
103,0.000952113,0.000811347737908,1,1,10.2069580555
104,0.00094165,0.000802107097115,1,1,10.2307789326
105,0.000931463,0.00079312955495,1,1,10.1936900616
106,0.000921543,0.000784405507147,1,1,10.2118802071
107,0.000911879,0.000775925524067,1,1,10.2327270508
108,0.000902464,0.000767681049183,1,1,10.2316269875
109,0.000893289,0.000759663758799,1,1,10.2662339211
110,0.000884347,0.000751865794882,1,1,10.3005170822
111,0.00087563,0.000744279881474,1,1,10.1945168972
112,0.000867131,0.000736898451578,1,1,10.1616258621
113,0.000858843,0.000729715335183,1,1,10.2346029282
114,0.000850759,0.000722723605577,1,1,10.2388350964
115,0.000842874,0.000715917558409,1,1,10.2317471504
116,0.000835182,0.000709291140083,1,1,10.1935939789
117,0.000827677,0.000702838937286,1,1,10.2158198357
118,0.000820353,0.000696555362083,1,1,10.183082819
119,0.000813205,0.000690435641445,1,1,10.2010660172
120,0.000806229,0.000684474827722,1,1,10.2324500084
121,0.00079942,0.000678667798638,1,1,10.282943964
122,0.000792772,0.000673010479659,1,1,10.2276580334
123,0.000786282,0.000667498505209,1,1,10.1587290764
124,0.000779944,0.000662127218675,1,1,10.1932048798
125,0.000773756,0.000656892952975,1,1,10.254994154
126,0.000767711,0.000651791517157,1,1,10.2330520153
127,0.000761808,0.000646819069516,1,1,10.2172579765
128,0.00075604,0.000641971826553,1,1,10.2313129902
129,0.000750406,0.00063724629581,1,1,10.2304320335
130,0.0007449,0.000632638577372,1,1,10.2838580608
131,0.00073952,0.000628145528026,1,1,10.2542989254
132,0.000734262,0.000623763480689,1,1,10.190885067
133,0.000729121,0.000619489350356,1,1,10.283069849
134,0.000724095,0.000615319586359,1,1,10.1955420971
135,0.000719181,0.000611251220107,1,1,10.1962637901
136,0.000714375,0.000607281050179,1,1,10.2475881577
137,0.000709673,0.000603406049777,1,1,10.2849760056
138,0.000705073,0.000599623133894,1,1,10.198816061
139,0.000700572,0.000595929566771,1,1,10.2280540466
140,0.000696166,0.000592322263401,1,1,10.2702739239
141,0.000691852,0.000588798488025,1,1,10.1932518482
142,0.000687628,0.000585355621297,1,1,10.1618859768
143,0.000683491,0.00058199086925,1,1,10.2266438007
144,0.000679438,0.000578701670747,1,1,10.2255709171
145,0.000675466,0.000575485406443,1,1,10.2478499413
146,0.000671573,0.00057233980624,1,1,10.2685348988
147,0.000667755,0.000569262367208,1,1,10.194683075
148,0.000664012,0.000566250644624,1,1,10.2905499935
149,0.00066034,0.000563302368391,1,1,10.2253928185
150,0.000656736,0.000560415501241,1,1,10.1782469749
151,0.000653199,0.000557587714866,1,1,10.1621758938
152,0.000649727,0.000554817088414,1,1,10.1977829933
153,0.000646317,0.000552101584617,1,1,10.1917638779
154,0.000642967,0.000549439166207,1,1,10.2401528358
155,0.000639675,0.000546828145161,1,1,10.1973741055
156,0.00063644,0.000544266426004,1,1,10.2317218781
157,0.000633259,0.000541752611753,1,1,10.224984169
158,0.000630131,0.000539284781553,1,1,10.192784071
159,0.000627054,0.000536861422006,1,1,10.2351140976
160,0.000624026,0.00053448084509,1,1,10.2320020199
161,0.000621046,0.000532141828444,1,1,10.2287211418
162,0.000618112,0.000529842625838,1,1,10.2530419827
163,0.000615224,0.000527582073119,1,1,10.1791210175
164,0.000612378,0.000525358715095,1,1,10.1612949371
165,0.000609575,0.000523171387613,1,1,10.1567659378
166,0.000606812,0.000521018868312,1,1,10.1590669155
167,0.000604089,0.00051889999304,1,1,10.2248291969
168,0.000601404,0.000516813481227,1,1,10.2558970451
169,0.000598757,0.000514758576173,1,1,10.2128479481
170,0.000596145,0.000512733997311,1,1,10.1601331234
171,0.000593569,0.000510738871526,1,1,10.2288219929
172,0.000591027,0.000508772209287,1,1,10.2037198544
173,0.000588518,0.000506833137479,1,1,10.1854660511
174,0.000586041,0.000504920899402,1,1,10.221957922
175,0.000583596,0.000503034563735,1,1,10.2938449383
176,0.000581181,0.000501173431985,1,1,10.2233071327
177,0.000578796,0.000499336689245,1,1,10.306153059
178,0.00057644,0.0004975234624,1,1,10.2935781479
179,0.000574112,0.000495733402204,1,1,10.1581349373
180,0.000571812,0.000493965693749,1,1,10.2283918858
181,0.000569539,0.00049221975496,1,1,10.2306759357
182,0.000567292,0.000490494887345,1,1,10.3130869865
183,0.00056507,0.000488790567033,1,1,10.3487949371
184,0.000562874,0.000487106270157,1,1,10.279859066
185,0.000560701,0.000485441414639,1,1,10.222042799
186,0.000558553,0.000483795622131,1,1,10.195884943
187,0.000556428,0.000482168281451,1,1,10.1620612144
188,0.000554326,0.000480558956042,1,1,10.2458820343
189,0.000552246,0.00047896723845,1,1,10.2445390224
190,0.000550189,0.000477392604807,1,1,10.28221488
191,0.000548152,0.00047583488049,1,1,10.2353029251
192,0.000546137,0.00047429339611,1,1,10.194633007
193,0.000544142,0.00047276794794,1,1,10.1925239563
194,0.000542167,0.00047125807032,1,1,10.2217869759
195,0.000540212,0.000469763472211,1,1,10.2337090969
196,0.000538276,0.000468283804366,1,1,10.1619369984
197,0.00053636,0.000466818804853,1,1,10.1661419868
198,0.000534462,0.000465368037112,1,1,10.1940331459
199,0.000532582,0.000463931326522,1,1,10.2356078625
200,0.00053072,0.000462508294731,1,1,10.1992669106
201,0.000528876,0.000461098708911,1,1,10.2333548069
202,0.00052705,0.000459702219814,1,1,10.2278120518
203,0.00052524,0.000458318856545,1,1,10.2550289631
204,0.000523447,0.000456947949715,1,1,10.2385752201
205,0.00052167,0.000455589412013,1,1,10.2616801262
206,0.00051991,0.000454243127024,1,1,10.2395761013
207,0.000518165,0.000452908832813,1,1,10.1622610092
208,0.000516437,0.000451586238341,1,1,10.2401099205
209,0.000514723,0.000450275198091,1,1,10.2931368351
210,0.000513025,0.000448975450126,1,1,10.2281219959
211,0.000511341,0.000447686674306,1,1,10.2212350368
212,0.000509672,0.000446409016149,1,1,10.1795310974
213,0.000508018,0.00044514198089,1,1,10.2055761814
214,0.000506378,0.000443885568529,1,1,10.2774980068
215,0.000504752,0.000442639458925,1,1,10.2549600601
216,0.000503139,0.000441403506557,1,1,10.1932830811
217,0.00050154,0.000440177711425,1,1,10.1947939396
218,0.000499955,0.000438961753389,1,1,10.2137918472
219,0.000498382,0.000437755399616,1,1,10.294686079
220,0.000496823,0.000436558650108,1,1,10.1590428352
221,0.000495276,0.000435371301137,1,1,10.1945269108
222,0.000493742,0.000434193236288,1,1,10.1975591183
223,0.00049222,0.000433024280937,1,1,10.1621630192
224,0.000490711,0.000431864347775,1,1,10.2502579689
225,0.000489213,0.000430713203968,1,1,10.3416531086
226,0.000487728,0.000429570791312,1,1,10.1998929977
227,0.000486254,0.000428436906077,1,1,10.2054178715
228,0.000484792,0.000427311519161,1,1,10.221570015
229,0.000483341,0.000426194543252,1,1,10.1678459644
230,0.000481901,0.000425085716415,1,1,10.2786848545
231,0.000480473,0.000423985009547,1,1,10.1910400391
232,0.000479055,0.000422892218921,1,1,10.1566910744
233,0.000477648,0.000421807344537,1,1,10.2279520035
234,0.000476252,0.000420730211772,1,1,10.3003940582
235,0.000474866,0.000419660791522,1,1,10.2698998451
236,0.000473491,0.00041859888006,1,1,10.1585278511
237,0.000472126,0.000417544419179,1,1,10.1570949554
238,0.000470771,0.000416497321567,1,1,10.19530797
239,0.000469426,0.000415457470808,1,1,10.2672319412
240,0.000468091,0.000414424779592,1,1,10.2781031132
241,0.000466765,0.000413399073295,1,1,10.2517719269
242,0.000465449,0.000412380468333,1,1,10.1637098789
243,0.000464143,0.000411368644563,1,1,10.1941270828
244,0.000462846,0.000410363718402,1,1,10.226391077
245,0.000461558,0.000409365427913,1,1,10.2112421989
246,0.000460279,0.000408373773098,1,1,10.246243
247,0.00045901,0.000407388608437,1,1,10.1928079128
248,0.000457749,0.00040640993393,1,1,10.195743084
249,0.000456497,0.000405437633162,1,1,10.2217879295
250,0.000455254,0.000404471618822,1,1,10.211712122
251,0.000454019,0.000403511861805,1,1,10.2641580105
252,0.000452792,0.000402558303904,1,1,10.2010819912
253,0.000451575,0.000401610712288,1,1,10.1582188606
254,0.000450365,0.000400669203373,1,1,10.1864869595
255,0.000449163,0.000399733515223,1,1,10.2815990448
256,0.00044797,0.000398803735152,1,1,10.2616431713
257,0.000446784,0.000397879775846,1,1,10.2461910248
258,0.000445607,0.00039696143358,1,1,10.2318401337
259,0.000444437,0.000396048941184,1,1,10.2208228111
260,0.000443275,0.000395141891204,1,1,10.2311470509
261,0.000442121,0.000394240400055,1,1,10.1900129318
262,0.000440974,0.000393344380427,1,1,10.2069079876
263,0.000439834,0.0003924536868,1,1,10.2002589703
264,0.000438702,0.000391568348277,1,1,10.2220380306
265,0.000437577,0.00039068836486,1,1,10.1921610832
266,0.000436459,0.000389813591028,1,1,10.1948149204
267,0.000435349,0.000388943910366,1,1,10.2597892284
268,0.000434245,0.000388079410186,1,1,10.2319579124
269,0.000433149,0.000387219915865,1,1,10.2738699913
270,0.000432059,0.000386365427403,1,1,10.206938982
271,0.000430976,0.000385515915696,1,1,10.1948490143
272,0.0004299,0.00038467120612,1,1,10.1647341251
273,0.00042883,0.000383831415093,1,1,10.2279269695
274,0.000427767,0.000382996338885,1,1,10.2433168888
275,0.000426711,0.000382166006602,1,1,10.2148590088
276,0.000425661,0.00038134038914,1,1,10.2132120132
277,0.000424617,0.000380519370083,1,1,10.1952691078
278,0.00042358,0.000379702949431,1,1,10.2083630562
279,0.000422549,0.00037889109808,1,1,10.242069006
280,0.000421524,0.00037808372872,1,1,10.2819018364
281,0.000420505,0.000377280783141,1,1,10.2363090515
282,0.000419492,0.000376482232241,1,1,10.2258582115
283,0.000418485,0.000375688046915,1,1,10.1967349052
284,0.000417484,0.000374898139853,1,1,10.2386639118
285,0.000416489,0.000374112511054,1,1,10.1991760731
286,0.0004155,0.00037333110231,1,1,10.2640790939
287,0.000414516,0.000372553913621,1,1,10.1955521107
288,0.000413538,0.000371780799469,1,1,10.1952488422
289,0.000412566,0.000371011847164,1,1,10.2589979172
290,0.000411599,0.000370246882085,1,1,10.1986980438
291,0.000410638,0.000369485991541,1,1,10.2494781017
292,0.000409682,0.000368729000911,1,1,10.27739501
293,0.000408732,0.000367976055713,1,1,10.3519268036
294,0.000407787,0.000367226923117,1,1,10.193903923
295,0.000406847,0.000366481719539,1,1,10.2364180088
296,0.000405912,0.000365740299458,1,1,10.1937851906
297,0.000404983,0.000365002691979,1,1,10.164055109
298,0.000404059,0.000364268867997,1,1,10.1583940983
299,0.00040314,0.000363538740203,1,1,10.1639478207
300,0.000402225,0.000362812192179,1,1,10.1580739021
301,0.000401316,0.000362089456758,1,1,10.1608240604
302,0.000400412,0.000361370213795,1,1,10.1652758121
303,0.000399513,0.000360654608812,1,1,10.1623649597
304,0.000398618,0.000359942554496,1,1,10.1560549736
305,0.000397728,0.000359233963536,1,1,10.1598029137
306,0.000396843,0.000358528894139,1,1,10.2625858784
307,0.000395963,0.000357827317202,1,1,10.1977250576
308,0.000395088,0.000357129087206,1,1,10.226580143
309,0.000394217,0.000356434262358,1,1,10.1647410393
310,0.00039335,0.000355742871761,1,1,10.2085049152
311,0.000392488,0.000355054740794,1,1,10.2493720055
312,0.000391631,0.00035436989856,1,1,10.2247290611
313,0.000390778,0.000353688345058,1,1,10.286427021
314,0.000389929,0.000353010022081,1,1,10.1608600616
315,0.000389085,0.000352334871422,1,1,10.2684619427
316,0.000388245,0.000351663009496,1,1,10.1952428818
317,0.000387409,0.000350994203473,1,1,10.1914510727
318,0.000386578,0.00035032859887,1,1,10.193215847
319,0.000385751,0.00034966605017,1,1,10.1673159599
320,0.000384928,0.000349006615579,1,1,10.2706611156
321,0.000384109,0.000348350207787,1,1,10.1614711285
322,0.000383294,0.000347696855897,1,1,10.1563181877
323,0.000382483,0.000347046356183,1,1,10.1584789753
324,0.000381677,0.000346399028786,1,1,10.1635141373
325,0.000380874,0.000345754582668,1,1,10.1956520081
326,0.000380075,0.000345112930518,1,1,10.1683979034
327,0.00037928,0.00034447433427,1,1,10.2697851658
328,0.000378489,0.000343838502886,1,1,10.1620130539
329,0.000377702,0.000343205581885,1,1,10.1597771645
330,0.000376919,0.000342575483955,1,1,10.1640429497
331,0.000376139,0.000341948121786,1,1,10.1588480473
332,0.000375364,0.00034132367,1,1,10.1630859375
333,0.000374592,0.00034070192487,1,1,10.1552410126
334,0.000373823,0.000340082828188,1,1,10.1929221153
335,0.000373058,0.000339466612786,1,1,10.1569769382
336,0.000372297,0.000338852929417,1,1,10.1632471085
337,0.00037154,0.000338241981808,1,1,10.1585538387
338,0.000370786,0.00033763362444,1,1,10.1597220898
339,0.000370035,0.000337027944624,1,1,10.1618709564
340,0.000369288,0.000336424884154,1,1,10.2304480076
341,0.000368545,0.00033582438482,1,1,10.1903309822
342,0.000367805,0.000335226417519,1,1,10.1953549385
343,0.000367068,0.000334631098667,1,1,10.1913340092
344,0.000366335,0.000334038195433,1,1,10.2318589687
345,0.000365605,0.000333447824232,1,1,10.192551136
346,0.000364879,0.000332859985065,1,1,10.1916971207
347,0.000364155,0.000332274590619,1,1,10.1646690369
348,0.000363436,0.000331691640895,1,1,10.2643020153
349,0.000362719,0.000331111135893,1,1,10.1904630661
350,0.000362005,0.000330533017404,1,1,10.1946680546
351,0.000361295,0.00032995728543,1,1,10.1571018696
352,0.000360588,0.000329383969074,1,1,10.2383780479
353,0.000359884,0.000328812981024,1,1,10.189426899
354,0.000359183,0.000328244350385,1,1,10.2728970051
355,0.000358486,0.000327677989844,1,1,10.2426118851
356,0.000357791,0.000327113986714,1,1,10.2443039417
357,0.000357099,0.000326552282786,1,1,10.1903510094
358,0.000356411,0.000325992819853,1,1,10.2635807991
359,0.000355725,0.000325435597915,1,1,10.2123429775
360,0.000355043,0.000324880646076,1,1,10.2002358437
361,0.000354363,0.00032432784792,1,1,10.1555991173
362,0.000353687,0.000323777348967,1,1,10.2486741543
363,0.000353013,0.000323229003698,1,1,10.1900148392
364,0.000352342,0.000322682841215,1,1,10.1611809731
365,0.000351674,0.000322138803313,1,1,10.2192919254
366,0.000351009,0.000321596948197,1,1,10.2408838272
367,0.000350347,0.000321057188557,1,1,10.2368590832
368,0.000349687,0.000320519582601,1,1,10.1884551048
369,0.00034903,0.000319984043017,1,1,10.1925120354
370,0.000348376,0.000319450598909,1,1,10.2248678207
371,0.000347725,0.000318919250276,1,1,10.1939430237
372,0.000347077,0.000318389880704,1,1,10.162612915
373,0.000346431,0.000317862577504,1,1,10.1624898911
374,0.000345788,0.000317337311571,1,1,10.1589329243
375,0.000345147,0.000316814082908,1,1,10.1611988544
376,0.00034451,0.0003162928042,1,1,10.2048661709
377,0.000343874,0.000315773504553,1,1,10.2249171734
378,0.000343242,0.000315256242175,1,1,10.2051239014
379,0.000342612,0.000314740871545,1,1,10.2311861515
380,0.000341985,0.000314227479976,1,1,10.2653129101
381,0.00034136,0.000313715980155,1,1,10.2164070606
382,0.000340737,0.000313206459396,1,1,10.2235300541
383,0.000340117,0.000312698859489,1,1,10.2356140614
384,0.0003395,0.000312193034915,1,1,10.2877321243
385,0.000338885,0.000311689160299,1,1,10.2990570068
386,0.000338273,0.000311187177431,1,1,10.264302969
