epoch,train_loss,valid_loss,has_train_loss_improved,has_valid_loss_improved,duration
0,0.0141541,0.0141085060313,1,1,5.9088511467
1,0.0141526,0.0141067383811,1,1,5.89172697067
2,0.0141459,0.014105129987,1,1,5.87800693512
3,0.0141455,0.0141036594287,1,1,5.5834197998
4,0.0141507,0.0141022242606,0,1,5.84840798378
5,0.0141501,0.01410088595,0,1,5.8506000042
6,0.0141435,0.0140996091068,1,1,5.80435800552
7,0.0141468,0.0140983443707,0,1,5.72898793221
8,0.0141356,0.014097109437,1,1,5.8453130722
9,0.0141429,0.0140959108248,0,1,5.83973884583
10,0.0141462,0.0140947801992,0,1,5.76532196999
11,0.0141309,0.0140936719254,1,1,5.84460711479
12,0.0141411,0.0140925906599,0,1,5.77507710457
13,0.0141352,0.0140915131196,0,1,5.85401988029
14,0.0141355,0.0140904569998,0,1,5.71648192406
15,0.0141344,0.0140894204378,0,1,5.8227918148
16,0.0141261,0.0140884034336,1,1,5.77286410332
17,0.0141203,0.0140873938799,1,1,5.84288477898
18,0.0141422,0.0140864085406,0,1,5.83752179146
19,0.0141311,0.0140854064375,0,1,5.78166484833
20,0.0141294,0.0140843847767,0,1,5.84871196747
21,0.0141333,0.0140833742917,0,1,5.78220796585
22,0.0141309,0.0140824103728,0,1,5.85642910004
23,0.0141376,0.0140814343467,0,1,5.78216409683
24,0.0141321,0.0140804452822,0,1,5.755838871
25,0.0141133,0.014079448767,1,1,5.78052616119
26,0.0141312,0.0140784597024,0,1,5.8831949234
27,0.0141223,0.0140774557367,0,1,5.8520450592
28,0.0141181,0.0140764452517,0,1,5.78424715996
29,0.0141216,0.0140754170716,0,1,5.85383605957
30,0.0141246,0.01407440193,0,1,5.64406204224
31,0.0141132,0.0140733383596,1,1,5.85821199417
32,0.0141178,0.0140722692013,0,1,5.68096494675
33,0.0141124,0.0140711963177,1,1,5.85355901718
34,0.0141097,0.0140700899065,1,1,5.69644188881
35,0.0141167,0.0140689844266,0,1,5.59953594208
36,0.0141157,0.0140678575262,0,1,5.66777205467
37,0.0141116,0.0140666803345,0,1,5.85894107819
38,0.0140996,0.0140654472634,1,1,5.76643896103
39,0.0141037,0.0140642235056,0,1,5.87111997604
40,0.0141071,0.0140629373491,0,1,5.85347294807
41,0.0141002,0.0140616316348,0,1,5.8556060791
42,0.0141005,0.0140602588654,0,1,5.78243803978
43,0.0140994,0.0140588730574,1,1,5.84685206413
44,0.0140946,0.0140574555844,1,1,5.77860999107
45,0.0141028,0.0140559701249,0,1,5.84946990013
46,0.0141062,0.0140544483438,0,1,5.73054599762
47,0.0140953,0.0140528427437,0,1,5.85464715958
48,0.0140927,0.0140511859208,1,1,5.84629583359
49,0.014098,0.0140495160595,0,1,5.84942793846
50,0.0140875,0.0140477512032,1,1,5.84922504425
51,0.0141018,0.0140459211543,0,1,5.72408890724
52,0.0140856,0.0140440193936,1,1,5.86971688271
53,0.0140792,0.0140420384705,1,1,5.77554416656
54,0.0140856,0.0140399634838,0,1,5.84955382347
55,0.0140902,0.0140377674252,0,1,5.77772188187
56,0.0140876,0.0140355695039,0,1,5.85031795502
57,0.0140823,0.0140332207084,0,1,5.78201413155
58,0.0140804,0.0140308523551,0,1,5.84660601616
59,0.0140734,0.014028346166,1,1,5.78941488266
60,0.0140622,0.014025747776,1,1,5.8530600071
61,0.0140737,0.0140230618417,0,1,5.77923297882
62,0.0140647,0.0140202771872,0,1,5.85049390793
63,0.0140425,0.0140174021944,1,1,5.77965188026
64,0.0140705,0.014014438726,0,1,5.85410094261
65,0.0140518,0.0140113597736,0,1,5.78319001198
66,0.0140613,0.0140081653371,0,1,5.85547685623
67,0.0140526,0.0140048172325,0,1,5.78202605247
68,0.0140443,0.0140014458448,0,1,5.85300898552
69,0.0140607,0.0139979245141,0,1,5.79193305969
70,0.0140372,0.01399435848,1,1,5.85517597198
71,0.0140462,0.0139907328412,0,1,5.78534007072
72,0.0140276,0.0139869358391,1,1,5.85241985321
73,0.0140196,0.0139831108972,1,1,5.78822898865
74,0.0140274,0.0139792291448,0,1,5.78731989861
75,0.0140315,0.0139752617106,0,1,5.8543920517
76,0.0140187,0.0139712877572,1,1,5.85292410851
77,0.014017,0.0139672579244,1,1,5.77906084061
78,0.0140115,0.0139631014317,1,1,5.79343914986
79,0.0140065,0.0139589868486,1,1,5.85584998131
80,0.0139995,0.0139548154548,1,1,5.85759592056
81,0.0139919,0.0139506747946,1,1,5.78093194962
82,0.0139936,0.0139465807006,0,1,5.78074502945
83,0.0139939,0.0139425005764,0,1,5.74646997452
84,0.0139921,0.0139383720234,0,1,5.78650999069
85,0.0139846,0.0139343431219,1,1,5.85214591026
86,0.0139717,0.0139303058386,1,1,5.77984905243
87,0.0139749,0.0139262778684,0,1,5.85092592239
88,0.0139747,0.0139223849401,0,1,5.67189407349
89,0.0139619,0.013918498531,1,1,5.84825015068
90,0.0139666,0.0139146195725,0,1,5.8654999733
91,0.0139568,0.0139109445736,1,1,5.88362503052
92,0.0139652,0.0139073198661,0,1,5.78368806839
93,0.0139433,0.0139036746696,1,1,5.85021114349
94,0.0139459,0.0139001542702,0,1,5.73612689972
95,0.013953,0.0138966850936,0,1,5.84981417656
96,0.0139397,0.013893310912,1,1,5.81601500511
97,0.0139308,0.0138900121674,1,1,5.84825491905
98,0.0139292,0.0138868968934,1,1,5.78241205215
99,0.0139286,0.0138838337734,1,1,5.84863686562
100,0.0139332,0.0138807669282,0,1,5.69514513016
101,0.0139313,0.0138778723776,0,1,5.61705803871
102,0.0139199,0.0138750011101,1,1,5.8507809639
103,0.0139114,0.0138722164556,1,1,5.87601399422
104,0.0139149,0.0138695146888,0,1,5.78451895714
105,0.0139146,0.0138668799773,0,1,5.77662110329
106,0.0139204,0.0138643439859,0,1,5.78062486649
107,0.0139042,0.0138617809862,1,1,5.81034779549
108,0.0139042,0.0138593073934,1,1,5.84725403786
109,0.0139078,0.0138569576666,0,1,5.53757810593
110,0.0139038,0.0138546572998,1,1,5.85206198692
111,0.0138909,0.0138523932546,1,1,5.81121277809
112,0.0138877,0.01385019999,1,1,5.85121488571
113,0.0138895,0.0138480076566,0,1,5.73043608665
114,0.0138966,0.0138459205627,0,1,5.85697698593
115,0.0138855,0.0138439917937,1,1,5.69874882698
116,0.0138869,0.0138418460265,0,1,5.87649297714
117,0.0138888,0.0138398632407,0,1,5.72462081909
118,0.0138881,0.013837993145,0,1,5.84967684746
119,0.0138739,0.013836203143,1,1,5.85722303391
120,0.0138749,0.0138342827559,0,1,5.85427880287
121,0.0138807,0.0138325048611,0,1,5.72402501106
122,0.0138631,0.0138307036832,1,1,5.80347514153
123,0.0138726,0.0138290133327,0,1,5.76986503601
124,0.0138659,0.0138271944597,0,1,5.85667014122
125,0.01386,0.0138255609199,1,1,5.70146393776
126,0.0138632,0.0138238454238,0,1,5.84954500198
127,0.0138748,0.0138222370297,0,1,5.75357985497
128,0.0138669,0.0138205671683,0,1,5.851541996
129,0.013861,0.0138188768178,0,1,5.8203561306
130,0.0138565,0.0138172032312,1,1,5.7710108757
131,0.013855,0.0138156665489,1,1,5.84904098511
132,0.0138535,0.0138140944764,1,1,5.78189587593
133,0.0138487,0.0138124804944,1,1,5.77950811386
134,0.0138486,0.0138109605759,1,1,5.7789170742
135,0.013862,0.0138092469424,0,1,5.78231596947
136,0.0138513,0.013807813637,0,1,5.66242599487
137,0.0138394,0.0138062452897,1,1,5.65721392632
138,0.0138445,0.0138047700748,0,1,5.85245299339
139,0.013847,0.0138031467795,0,1,5.67163896561
140,0.0138385,0.0138017004356,1,1,5.84979319572
141,0.0138444,0.0138000594452,0,1,5.77710103989
142,0.0138476,0.0137985739857,0,1,5.8612279892
143,0.0138333,0.0137969534844,1,1,5.85903191566
144,0.0138262,0.0137954689562,1,1,5.85579395294
145,0.0138328,0.0137938912958,0,1,5.67980909348
146,0.0138379,0.0137923052534,0,1,5.85051608086
147,0.0138391,0.0137908132747,0,1,5.78733301163
148,0.0138319,0.013789226301,0,1,5.78458094597
149,0.0138263,0.0137876374647,0,1,5.7800860405
150,0.0138302,0.0137861287221,0,1,5.7867538929
151,0.013833,0.0137844290584,0,1,5.77867698669
152,0.0138223,0.0137828961015,1,1,5.85034298897
153,0.01382,0.0137812756002,1,1,5.78220701218
154,0.0138232,0.0137796374038,0,1,5.85350704193
155,0.0138075,0.0137780401856,1,1,5.79433202744
156,0.0138175,0.0137764262035,0,1,5.84570288658
157,0.0138059,0.0137747246772,1,1,5.59639382362
158,0.0137923,0.0137730455026,1,1,5.72410297394
159,0.0138053,0.013771340251,0,1,5.78478193283
160,0.0138067,0.0137696852908,0,1,5.7297539711
161,0.0138111,0.0137679968029,0,1,5.77342200279
162,0.0137979,0.0137663697824,0,1,5.78510904312
163,0.0138087,0.0137645509094,0,1,5.78483891487
164,0.0138003,0.0137628084049,0,1,5.84442305565
165,0.0138087,0.0137610770762,0,1,5.78236508369
166,0.0137941,0.0137593233958,0,1,5.84976100922
167,0.0138002,0.0137576078996,0,1,5.80133295059
168,0.0137816,0.0137558206916,1,1,5.79557085037
169,0.013782,0.013753997162,0,1,5.77984380722
170,0.0137904,0.0137523151934,0,1,5.85777401924
171,0.0137853,0.0137505419552,0,1,5.85424804688
172,0.0137786,0.0137486411259,1,1,5.68886709213
173,0.0137851,0.0137467626482,0,1,5.85373806953
174,0.0137816,0.0137449856848,0,1,5.78258705139
175,0.0137833,0.0137431621552,0,1,5.85340881348
176,0.0137789,0.0137413972989,0,1,5.7844581604
177,0.0137684,0.0137395812199,1,1,5.85312581062
178,0.0137622,0.0137376878411,1,1,5.75432610512
179,0.0137789,0.0137356920168,0,1,5.80100607872
180,0.0137727,0.0137338992208,0,1,5.81017398834
181,0.0137581,0.013732063584,1,1,5.85392403603
182,0.0137595,0.0137301664799,0,1,5.78227996826
183,0.0137675,0.0137282963842,0,1,5.84758901596
184,0.0137486,0.0137264411896,1,1,5.85127496719
185,0.0137527,0.0137245003134,0,1,5.85595703125
186,0.0137585,0.0137226516381,0,1,5.71451711655
187,0.0137571,0.0137206846848,0,1,5.85537195206
188,0.01375,0.013718791306,0,1,5.54603600502
189,0.0137448,0.0137169649825,1,1,5.85047411919
190,0.0137551,0.0137150781229,0,1,5.66565799713
191,0.013749,0.0137131400406,0,1,5.66694998741
192,0.0137376,0.0137112122029,1,1,5.54363393784
193,0.0137389,0.0137093514204,0,1,5.8825609684
194,0.0137324,0.01370742172,1,1,5.7801630497
195,0.0137379,0.0137055665255,0,1,5.689193964
196,0.0137282,0.0137036349624,1,1,5.824696064
197,0.0137317,0.0137017117813,0,1,5.84697198868
198,0.0137306,0.0136998537928,0,1,5.84966015816
199,0.0137368,0.0136979231611,0,1,5.71238589287
200,0.0137329,0.0136960251257,0,1,5.85512900352
201,0.0137231,0.0136940823868,1,1,5.78260803223
202,0.0137316,0.0136922607198,0,1,5.85449695587
203,0.0137349,0.0136903077364,0,1,5.7642390728
204,0.013718,0.0136884180829,1,1,5.85281705856
205,0.0137267,0.0136865600944,0,1,5.7717590332
206,0.0137178,0.0136846294627,1,1,5.78287315369
207,0.0137156,0.0136828646064,1,1,5.70884299278
208,0.0137095,0.0136808855459,1,1,5.71714401245
209,0.0137152,0.0136790527031,0,1,5.70979595184
210,0.0137012,0.0136771854013,1,1,5.849203825
211,0.013702,0.013675278984,0,1,5.8463871479
212,0.0136917,0.0136734843254,1,1,5.84809994698
213,0.0137019,0.013671589084,0,1,5.41980099678
214,0.0136941,0.013669680804,0,1,5.7064230442
215,0.0136969,0.0136679010466,0,1,5.64804697037
216,0.0136927,0.0136660328135,0,1,5.82070088387
217,0.0136936,0.0136642456055,0,1,5.84911489487
218,0.0136853,0.0136624090374,1,1,5.74718999863
219,0.013688,0.0136605091393,0,1,5.69596385956
220,0.0136813,0.0136586278677,1,1,5.69379901886
221,0.0136825,0.0136567987502,0,1,5.38883495331
222,0.0136815,0.0136548718438,0,1,5.53645801544
223,0.0136902,0.0136530660093,0,1,5.69061303139
224,0.0136851,0.0136512974277,0,1,5.54451179504
225,0.0136793,0.0136493854225,1,1,5.57355690002
226,0.0136816,0.0136475833133,0,1,5.69459986687
227,0.0136761,0.0136456303298,1,1,5.58650803566
228,0.0136652,0.0136439483613,1,1,5.67168402672
229,0.0136759,0.0136420782655,0,1,5.54892206192
230,0.013668,0.013640220277,0,1,5.45490407944
231,0.0136559,0.0136383334175,1,1,5.4786221981
232,0.0136571,0.0136365210637,0,1,5.72510790825
233,0.0136569,0.0136346882209,0,1,5.44115996361
234,0.0136485,0.013632803224,1,1,5.77739906311
235,0.0136578,0.0136311436072,0,1,5.80950403214
236,0.013651,0.0136291729286,0,1,5.64744400978
237,0.0136479,0.0136273410171,1,1,5.81656312943
238,0.0136455,0.0136254969984,1,1,5.78629207611
239,0.0136512,0.0136236092076,0,1,5.85229706764
240,0.0136484,0.0136217968538,0,1,5.78436112404
241,0.0136509,0.0136200021952,0,1,5.8544459343
242,0.013641,0.0136181619018,1,1,5.77952098846
243,0.0136414,0.0136162387207,0,1,5.85088300705
244,0.0136414,0.01361444965,0,1,5.75802397728
